study,Arm,Year,ind_clu,ICC_for_cRCT,Country,Single_multi,Age_mean,Age_sd,Age_n,F_n,Hyp_n,Insomnia diagnosis,Dx,Primary insomnia_n,Comorbidities,Comment,se,sd,cr,th,cw,sr,sc,re,pi,w,dt,ns,he,tg,ind,gp,ff,ae,treatment_component,treatment_group,treatment_binary,duration_weeks,n,r,remission,def_remission_response,scale used,Severity_bl_mean,Severity_bl_sd,Severity_bl_n,Severity_ch_mean,Severity_ch_sd,Severity_ch_n,Severity_ep_mean,Severity_ep_sd,Severity_ep_n,Severity_scale,r_imputed,dropout,SE_mean,SE_sd,SE_n,TST_mean,TST_sd,TST_n,SOL_mean,SOL_sd,SOL_n,WASO_mean,WASO_sd,WASO_n,r_long,remission_long,r_long_scale_used,Severity_mean_long,Severity_sd_long,Severity_n_long,Severity_ch_mean_long,Severity_ch_sd_long,Severity_ch_n_long,r_imputed_long,r_imputed_long_scale_used,r_weeks_long,DropOutRate,Overall
Espie1989,Stimulus control,1989,individual,*,UK,multi,44.9,14.4,14,10,*,3. others,3,14,0. primary_insomnia,,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,sd+sc+dt+ns+ind+ff,BT,active,8,17,10,10,SOL<30,SOL,82.7,48.5,14,*,*,*,31.1,25.2,12,SOL,6,3,*,*,*,393.6,67.4,12,31.1,25.2,12,*,*,*,2,*,*,37.3,25.2,6,*,*,*,2,SOL,32,17.6,S
Espie1989,No treatment,1989,individual,*,UK,multi,45.3,20.9,13,8,*,3. others,3,13,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,sd+w+dt+ns+ind+ff,WL,control,8,16,1,1,SOL<30,SOL,84.5,63.5,13,*,*,*,96.5,25.2,13,SOL,0,3,*,*,*,350.4,67.4,13,96.5,25.2,13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17.6,S
Espie1989,Progressive relaxation,1989,individual,*,UK,multi,48.1,10.6,14,7,*,3. others,3,14,0. primary_insomnia,,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,sd+re+dt+ns+ind+ff,RT,active,8,17,1,1,SOL<30,SOL,90.5,57.8,14,*,*,*,57.4,25.2,13,SOL,2,3,*,*,*,384.6,67.4,13,57.4,25.2,13,*,*,*,4,*,*,37.5,25.2,10,*,*,*,4,SOL,32,17.6,S
Espie2001,CBT,2001,individual,*,UK,multi,51.4,17,74,48,*,1. formal_ICSD,1,74,0. primary_insomnia,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,6,74,21,*,*,*,78.4,*,74,*,*,*,49.6,33.7,74,WASO,21,*,*,*,*,379.8,67.4,74,27.7,25.2,74,49.6,33.7,74,*,*,*,*,*,*,*,*,*,*,*,*,0,H
Espie2001,SMC,2001,individual,*,UK,multi,51.4,17,65,47,*,1. formal_ICSD,1,65,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,sd+w+dt+ns,WL,control,6,65,4,*,*,*,88.1,*,65,*,*,*,83.1,33.7,65,WASO,4,*,*,*,*,353.4,67.4,65,70.2,25.2,65,83.1,33.7,65,*,*,*,*,*,*,*,*,*,*,*,*,0,H
Espie2007,CBT,2007,individual,*,UK,multi,54.4,15.4,107,72,54,1. formal_DSM,1,34,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,5,107,16,*,*,*,12.7,3.75,107,*,*,*,9.84,4.17,107,PSQI,16,12,77.1,15.6,107,344.4,71.4,107,37.2,42.9,107,66.1,50.3,107,26,*,*,8.4,4.14,107,*,*,*,26,PSQI,29,11.4,S
Espie2007,TAU,2007,individual,*,UK,multi,54.1,14.4,94,65,41,1. formal_DSM,1,28,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sd+dt,PE,control,5,94,5,*,*,*,12.3,3.55,94,*,*,*,11.3,3.68,94,PSQI,5,11,72.7,16.7,94,354.6,86.4,94,55.7,42.2,94,76.6,53.1,94,4,*,*,11.2,3.24,94,*,*,*,4,PSQI,29,11.4,S
Espie2008,CBT,2008,individual,*,UK,multi,60.5,12.37037037,100,69,22,1. formal_DSM,1,0,3. phy_cancer,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,5,100,40,*,*,*,62,49.48148148,85,*,*,*,27,32.22222222,74,WASO,40,26,89.8,9.481481481,74,426.3,64.22222222,74,19.3,10.88888889,74,27,32.22222222,74,37,*,*,26.1,34.66666667,68,*,*,*,37,WASO,29,23.3,S
Espie2008,TAU,2008,individual,*,UK,multi,58,11.85185185,50,34,7,1. formal_DSM,1,0,3. phy_cancer,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sd+dt,PE,control,5,50,13,*,*,*,51,38.14814815,43,*,*,*,51,44.66666667,41,WASO,13,9,82,11.48148148,40,409,93.33333333,41,27,27.18518519,41,51,44.66666667,41,18,*,*,34,41.11111111,39,*,*,*,18,WASO,29,23.3,S
Espie2012,TAU,2012,individual,*,UK,multi,49.1,13.7,54,38,15,1. formal_DSM,1,54,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,sd+w+dt+ae,WL,control,6,54,7,*,*,*,-2.79,1.175755077,54,*,*,*,-3.78,1.910601999,54,other_self_reported_scales,7,7,62,18.44465776,54,318,105.8179569,54,65,61.50668744,54,79.5,54.37867229,54,*,*,*,*,*,*,*,*,*,*,*,*,39.8,S
Espie2012,CBT,2012,individual,*,UK,multi,50.7,13.8,55,40,10,1. formal_DSM,1,55,0. primary_insomnia,,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,se+sd+cr+th+sr+sc+re+pi+dt+ns+he+ae,CBT,active,6,55,31,*,*,*,-3.06,1.038267788,55,*,*,*,-6.3,2.447345501,55,other_self_reported_scales,31,15,82.7,12.90418537,55,345.6,80.09494366,55,21.5,23.13853928,55,28.5,32.18630143,55,*,*,*,*,*,*,*,*,*,*,*,*,39.8,S
Espie2012,IRT,2012,individual,*,UK,multi,47.3,13,55,42,8,1. formal_DSM,1,55,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,se+sd+w+dt+ns+ae,WL,control,6,55,11,*,*,*,-3,0.964105803,55,*,*,*,-4.48,1.779887637,55,other_self_reported_scales,11,17,70.8,12.60753743,55,352.2,80.09494366,55,48,35.96856266,55,54.8,40.34411977,55,*,*,*,*,*,*,*,*,*,*,*,*,39.8,S
Espie2019,SHE,2019,Individual,*,UK,single,47.7,13.6,858,675,*,1. formal_DSM,1,288,4. psy_phy_mixed,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,se+dt+ns,PE,control,NA,853,130,*,*,*,-6.6,3.3,853,,,,-11.05,5.32,853,SCI,130,341,,,,,,,,,,,,,174,*,*,-11.66,5.84,853,,,,174,SCI,24,42.4,S
Espie2019,dCBT,2019,Individual,*,UK,single,48.4,13.9,853,654,*,1. formal_DSM,1,292,4. psy_phy_mixed,,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,se+sd+cr+th+sr+sc+re+pi+dt+ns+he+ae,CBT,active,NA,858,417,*,*,*,-6.5,3.2,858,,,,-16.29,6.17,858,SCI,417,385,,,,,,,,,,,,,448,*,*,-16.89,6.91,858,,,,448,SCI,24,42.4,S
Falloon2015,SSR,2015,Individual,*,NZ,multi,55.4,12.7,46,39,0,1. formal_Edinger2004,1,46,0. primary_insomnia,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+sr+ns+ind+ff,BT,active,4,46,19,*,,ISI,14.76,3.85,46,,,,8.47,4.45,45,ISI,19,1,80.46,10.66,43,397.3,63.29,43,22.77,19.6,43,29.47,31.71,43,19,*,*,8.24,4.41,43,*,*,*,19,ISI,24,2.1,S
Falloon2015,Control,2015,Individual,*,NZ,multi,51.8,13.4,51,36,0,1. formal_Edinger2004,1,51,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,2,51,8,*,,ISI,14.51,3.36,51,,,,11.51,3.94,49,ISI,8,1,78.24,10.52,50,398.17,64.91,50,25.21,19.38,50,40.02,27,50,10,*,*,10.5,3.72,50,*,*,*,10,ISI,24,2.1,S
Farsani2021,Control,2021,individual,*,Iran,single,52.35,3.48,23,23,0,1. formal_DSM,1,0,3. phy_menopause,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,6,23,0,*,*,*,18,4.24,23,*,*,*,18.91,4.52,23,ISI,0,0,66.43,11.62,23,282,56.4,23,87.39,40.36,23,*,*,*,0,*,*,17.83,5.09,23,*,*,*,0,ISI,10,2.2,S
Farsani2021,CBT-I,2021,individual,*,Iran,single,51.41,3,22,22,0,1. formal_DSM,1,0,3. phy_menopause,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+ns+gp+ff,CBT,active,6,23,12,*,*,*,17.95,4.27,22,*,*,*,7.23,3.93,22,ISI,12,1,83.14,7.04,22,411.6,40.8,22,19.09,9.34,22,*,*,*,11,*,*,7.5,3.39,22,*,*,*,11,ISI,10,2.2,S
Felder2020,digital CBTI,2020,individual,*,USA,multi,33.9,3.38,105,105,0,1. formal_DSM,1,0,3. phy_pregnancy_perinatal,,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,se+sd+cr+sr+sc+re+dt+ns+he+ae,CBT,active,10,105,38,38,ISI<8,ISI,14.52,3.26,105,-5.9,*,105,8.62,4.9,105,ISI,43,14,80.62,11.1,105,418.8,67.4,105,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11.1,S
Felder2020,Standard treatment,2020,individual,*,USA,multi,33.2,4,103,103,0,1. formal_DSM,1,0,3. phy_pregnancy_perinatal,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,10,103,26,26,ISI<8,ISI,14.19,3.72,103,-2.3,*,103,11.89,4.9,103,ISI,19,9,74.99,11.1,103,411.6,67.4,103,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11.1,S
Fernando2013,intervention,2013,individual,*,New Zealand,multi,58,*,22,15,0,1. formal_DSM,1,22,0. primary_insomnia,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+sr+ns+ind+ff,BT,active,6,22,16,16,‘Better’ or ‘much better’,other_self_reported_scales,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4.4,S
Fernando2013,control,2013,individual,*,New Zealand,multi,53,*,23,13,0,1. formal_DSM,1,23,0. primary_insomnia,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,6,23,8,8,‘Better’ or ‘much better’,other_self_reported_scales,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4.4,S
Feuerstein2017,cb-CBT-I,2017,individual,*,USA,multi,48,10,16,9,10,2. informal_ISI,2,0,2. psy_mixed,,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,se+sd+cr+th+sr+sc+re+dt+ns+he,CBT,active,6,18,1,1,ISI<8,ISI,21,4,16,*,*,*,13,6,15,ISI,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17.6,S
Feuerstein2017,Sleep Diary,2017,individual,*,USA,multi,50,10,18,10,9,2. informal_ISI,2,0,2. psy_mixed,,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,sd+dt+ns+he,PE,control,6,16,0,0,ISI<8,ISI,22,5,18,*,*,*,19,6,13,ISI,0,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17.6,S
Ford2022,TAU,2022,individual,*,Netherlands,multi,56,16,25,17,4,1. formal_DSM,1,0,3. phy_others,traumatic brain injury,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,sd+w+dt+ns+ind+ff,WL,control,6,25,1,1,ISI<10,ISI,17.84,4.34,25,*,*,*,15.76,4.59,25,ISI,1,2,84.94,10.12,25,422.4,82.8,25,45.59,41.36,25,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9.6,S
Ford2022,eCBT-I,2022,individual,*,Netherlands,multi,53,14,27,15,4,1. formal_DSM,1,0,3. phy_others,traumatic brain injury,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,se+sd+cr+th+sr+sc+re+dt+ns+he+tg+ind+ff,CBT,active,6,27,11,11,ISI<10,ISI,17.33,3.79,27,*,*,*,11.29,5.79,27,ISI,7,3,83.45,13.84,27,393.6,69.6,27,26.88,24.26,27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9.6,S
Fowler2009,CBT,2009,individual,*,Canada,multi,67.7,5.9,22,22,4,3. others,3,*,1. primary_secondary_mixed,,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,se+sd+cr+cw+sr+sc+dt+ns+he+tg,CBT,active,4,24,9,*,*,*,19.55,3.57,22,*,*,*,8.27,3.93,22,ISI,9,0,79.94,4.87,22,352.77,26.89,22,31.64,9.65,22,27.09,12.96,22,13,*,*,6.86,3.59,22,*,*,*,13,ISI,16,0,S
Fowler2009,SC,2009,individual,*,Canada,multi,68.2,5.1,23,23,2,3. others,3,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sd+dt,PE,control,4,23,0,*,*,*,20.08,3.42,23,*,*,*,20,3.4,23,ISI,0,0,64.52,4.36,23,301.13,36.58,23,53.13,16.72,23,48.26,20.22,23,0,*,*,20.57,3.42,23,*,*,*,0,ISI,16,0,S
Freeman2015,CBT,2015,individual,*,UK,multi,39.6,11.6,24,8,6,2. informal_ISI,2,0,2. psy_schizophrenia_or_psychosis,,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sc+re+dt+ns+ind+ff,CBT,active,12,24,8,*,*,*,18.6,3.2,24,*,*,*,9.3,5.5,22,ISI,8,2,*,*,*,456.4,107.7,17,34.6,40.3,22,19.9,22.2,18,6,*,*,11,5.6,23,*,*,*,6,ISI,24,6,S
Freeman2015,standard care,2015,individual,*,UK,multi,42.2,13.5,26,8,3,2. informal_ISI,2,0,2. psy_schizophrenia_or_psychosis,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sd+dt,PE,control,12,26,2,*,*,*,18.8,3.3,26,*,*,*,15.4,5.4,25,ISI,2,1,*,*,*,437.5,118.1,18,46.6,37,19,47.6,52.1,18,2,*,*,15,5.7,25,*,*,*,2,ISI,24,6,S
Freeman2017,Treatment,2017,individual,*,UK,multi,24.8,7.7,1891,1361,55,2. informal_SCI,2,*,1. primary_secondary_mixed,,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,se+sd+cr+th+sr+sc+re+pi+dt+ns+he+ae,CBT,active,6,1891,271,*,*,*,15.4,3.9,1891,*,*,*,9.23,5.18,733,ISI,271,1158,*,*,*,*,*,*,*,*,*,*,*,*,253,*,*,8.62,5.48,603,*,*,*,253,ISI,22,50.1,S
Freeman2017,Contrl,2017,individual,*,UK,multi,24.6,7.6,1864,1315,51,2. informal_SCI,2,*,1. primary_secondary_mixed,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,dt,TAU,control,6,1864,172,*,*,*,15.3,4,1864,*,*,*,12.95,5.27,1142,ISI,172,722,*,*,*,*,*,*,*,*,*,*,*,*,183,*,*,12.17,5.29,970,*,*,*,183,ISI,22,50.1,S
Fucito2014,SC,2014,individual,*,USA,single,51.2,10.73,10,5,*,1. formal_DSM,1,*,2. psy_substance_dependence,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,10,10,2,*,*,*,14.5,5.21,10,*,*,*,12,5.89,10,ISI,2,5,77.56,18.11,10,366,66,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,57.9,H
Fucito2014,CBT-I+SC,2014,individual,*,USA,single,51.86,15.07,7,4,*,1. formal_DSM,1,*,2. psy_substance_dependence,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,10,9,3,*,*,*,11.57,6.13,7,NA,*,*,8.17,5.46,7,ISI,3,6,92.17,11.9,7,430.2,24.6,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,57.9,H
Garcia2018,Intervention,2018,individual,*,"Brazil	",multi,55.16,6.05,19,19,0,1. formal_DSM,1,0,3. phy_menopause,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,th+re+ns+ind+ff,CBT,active,8,21,18,18,ISI<8,ISI,18.31,2.76,19,*,*,*,3.26,2.8,19,ISI,18,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14.3,S
Garcia2018,Control,2018,individual,*,"Brazil	",multi,56.68,4.01,11,11,0,1. formal_DSM,1,0,3. phy_menopause,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,ns+ind+ff,PLB,control,8,14,0,0,ISI<8,ISI,18.81,2.89,11,*,*,*,17.18,2.85,11,ISI,0,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14.3,S
Garland2014,CBT-I,2014,individual,*,Canada,single,58.73,10.46,40,32,12,1. formal_DSM,1,0,3. phy_cancer,,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,8,47,20,*,*,*,17.87,4.250505852,47,*,*,*,8.28,3.702053484,47,ISI,20,7,84.97,7.404106968,47,388.8,45.24732036,47,23.96,16.52212759,47,36.23,26.46282676,47,16,*,*,9.05,3.839166576,47,*,*,*,16,ISI,20,35.1,L
Garland2014,MBSR,2014,individual,*,Canada,single,60.33,12.21,32,20,10,1. formal_DSM,1,0,3. phy_cancer,,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,sd+th+re+dt+ns+gp+ff,CBT,active,8,64,11,*,*,*,18.23,4.24,64,*,*,*,12.06,4.88,64,ISI,11,32,77.06,9.6,64,382.2,57.6,64,40.67,21.44,64,48.4,34.4,64,16,*,*,11.07,5.36,64,*,*,*,16,ISI,20,35.1,L
Gebara2019,Immediate BBTI,2019,individual,*,USA,multi,64,2.53,6,2,4,1. formal_DSM,1,0,2. psy_MDD,,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,sd+sr+sc+dt+ns+ind+ff,BT,active,4,6,1,*,*,*,18.6,3.577708764,5,*,*,*,12.8,5.590169944,5,ISI,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9.1,S
Gebara2019,Delayed BBTI,2019,individual,*,USA,multi,66.2,5.4,5,1,3,1. formal_DSM,1,0,2. psy_MDD,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,w+dt,WL,control,4,5,1,*,*,*,18,3.354101966,5,*,*,*,14.8,6.037383539,5,ISI,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9.1,S
Gehrman2020,In Person,2020,individual,*,USA,multi,54.61,12.48,46,5,14,2. informal_ISI,2,0,2. psy_PTSD,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,6,47,4,*,*,*,20.41,4.03,46,*,*,*,13.96,6.06,31,ISI,4,16,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,15.19,6,22,*,*,*,2,ISI,18,39.6,S
Gehrman2020,Telehealth,2020,individual,*,USA,multi,55.63,12.08,49,4,10,2. informal_ISI,2,0,2. psy_PTSD,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,se+sd+cr+sr+sc+re+dt+ns+gp,CBT,active,6,49,2,*,*,*,20.75,4.3,49,*,*,*,15.76,5.45,27,ISI,2,22,*,*,*,*,*,*,*,*,*,*,*,*,0,*,*,17.69,4.66,17,*,*,*,0,ISI,18,39.6,S
Gehrman2021,Telehealth,2021,individual,*,USA,multi,33.14,10,21,13,0,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,se+sd+cr+sr+sc+re+ns+ind,CBT,active,8,21,15,*,*,*,17.9,3.9,21,*,*,*,5.5,3.7,21,ISI,15,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,7.6,6.1,21,*,*,*,10,ISI,20,9,S
Gehrman2021,In-person ,2021,individual,*,USA,multi,33.7,10.58,20,13,0,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,8,20,16,*,*,*,16.2,2.7,20,*,*,*,4.3,4,20,ISI,16,*,*,*,*,*,*,*,*,*,*,*,*,*,16,*,*,4.2,4.1,20,*,*,*,16,ISI,20,9,S
Gehrman2021,Waitlist,2021,individual,*,USA,multi,31.21,8.7,19,13,0,1. formal_DSM,1,*,1. primary_secondary_mixed,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,w,WL,control,8,19,0,*,*,*,17.1,4.3,19,*,*,*,13.9,3.2,19,ISI,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9,S
Germain2014,BBTI-MV,2014,individual,*,USA,multi,40.9,12,20,5,*,1. formal_ICSD,1,*,1. primary_secondary_mixed,,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sd+sr+sc+dt+ns+ind+ff,BT,active,4,20,9,9,ISI response & ISI<8,ISI,16.3,3.92,20,*,*,*,7.82,4.71,20,ISI,9,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17.5,S
Germain2014,Information Control,2014,individual,*,USA,multi,35.9,11.2,20,1,*,1. formal_ICSD,1,*,1. primary_secondary_mixed,,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,se+sd+w+dt+ns+ind+ff,WL,control,4,20,5,5,ISI response & ISI<8,ISI,14.95,3.58,16,*,*,*,10,4.5,16,ISI,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17.5,S
Gieselmann2019,F2F,2019,individual,*,Germany,multi,39.3,14.47,27,13,6,1. formal_DSM,1,27,0. primary_insomnia,,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,se+sd+sr+dt+ns+ind+ff,BT,active,4,28,7,7,PSQI<7,PSQI,11.41,3.64,27,*,*,*,7.65,3.68,23,PSQI,6,5,85.4,13.84,20,362.94,84.66,20,20.49,27.55,20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11.1,S
Gieselmann2019,Chat,2019,individual,*,Germany,multi,39.74,11.16,23,13,4,1. formal_DSM,1,23,0. primary_insomnia,,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,se+sd+sr+dt+ns+ind,BT,active,4,23,12,12,PSQI<7,PSQI,12,2.7,23,*,*,*,6.76,2.51,21,PSQI,6,2,88.52,5.44,21,360.64,46.93,21,15.84,10.78,21,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11.1,S
Gieselmann2019,WL,2019,individual,*,Germany,multi,42.74,11.73,22,12,1,1. formal_DSM,1,22,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,4,22,2,2,PSQI<7,PSQI,11.41,3.2,22,*,*,*,11.17,3.24,18,PSQI,1,4,73.96,17.21,19,342.65,92.09,19,37.19,32.99,19,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11.1,S
Glozier2019,SHUTi,2019,individual,*,Australia,multi,58.6,6.3,45,0,0,2. informal_ISI,2,0,2. psy_MDD,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,se+sd+cr+sr+sc+dt+ns+ae,CBT,active,12,45,14,14,ISI<8,ISI,17.5,4.5,40,*,*,*,10.2,5.5,40,ISI,12,4,*,*,*,*,*,*,*,*,*,*,*,*,12,*,*,9.7,4.5,40,*,*,*,12,ISI,36,9.2,L
Glozier2019,Control,2019,individual,*,Australia,multi,58.1,6.1,42,0,0,2. informal_ISI,2,0,2. psy_MDD,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,se+sd+dt+ns,PE,control,12,42,6,6,ISI<8,ISI,16.8,4,35,*,*,*,12.3,5.1,35,ISI,6,4,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,10.9,6,35,*,*,*,10,ISI,36,9.2,L
Greeff1998,Treatment,1998,individual,*,South Africa,single,45.5,9.5,11,0,*,3. others,3,0,2. psy_substance_dependence,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,sd+re+ns+ind+ff,RT,active,2,11,3,*,*,*,-4.18,1.54,11,*,*,*,-7.27,1.27,11,other_self_reported_scales,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Greeff1998,Control,1998,individual,*,South Africa,single,45.5,9.5,11,0,*,3. others,3,0,2. psy_substance_dependence,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,2,11,1,*,*,*,-5.27,1.62,11,*,*,*,-5.64,1.69,11,other_self_reported_scales,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Guarnaccia2023,SH,2023,individual,*,USA,multi,50.9,10.8,26,21,*,2. informal_ISI,2,0,3. phy_others,multiple sclerosis,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,se+sd+dt+ns+gp+ff,PE,control,10,26,1,*,*,*,16.5,5.9,26,*,*,*,15.2,4.9,25,ISI,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.5,H
Guarnaccia2023,MBS-I,2023,individual,*,USA,multi,50.8,10.1,24,20,*,2. informal_ISI,2,0,3. phy_others,multiple sclerosis,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,th+dt+ns+gp+ff,CT,active,10,27,6,*,*,*,16.7,3.8,24,*,*,*,11.1,4.9,24,ISI,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.5,H
Hagatun2019,SHUTi,2019,individual,*,Norway,multi,45,12.4,95,61,*,1. formal_DSM,1,95,0. primary_insomnia,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,se+sd+cr+sr+sc+ns+ae,CBT,active,9,95,40,40,ISI<8,ISI,17.4,3.630250315,95,*,*,*,8.73,5.148670652,77,ISI,31,18,87.25,9.466487885,68,368,54.69526334,68,21.25,29.5354422,68,18.28,24.10798915,68,*,*,*,*,*,*,*,*,*,*,*,*,21.5,S
